Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A4D6Z074	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	308	IPR036236	1..95,95..151,151..207,207..304
A0A4D6Z0A1	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	280	IPR036236	11..88,95..151,151..280
A0A4D6Z0A3	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	392	IPR036236	1..117,123..179,179..235,235..291,291..384
A0A4D6Z0A7	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	252	IPR036236	1..95,95..151,151..244
A0A4D6Z0B3	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	280	IPR036236	1..95,95..151,151..207,220..272
A0A4D6Z0C0	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	280	IPR036236	11..67,67..144,151..207,220..272
A0A4D6Z0C8	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	280	IPR036236	1..95,95..173,179..272
A0A4D6Z0D2	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	280	IPR036236	11..67,67..144,151..280
A0A4D6Z0E0	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	308	IPR036236	1..95,95..151,151..207,207..304
A0A4D6Z0E7	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	308	IPR036236	1..95,95..151,151..207,207..300
A0A4D6Z0F4	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	336	IPR036236	1..117,123..179,179..235,235..336
A0A4D6Z0F8	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	308	IPR036236	1..95,95..151,151..207,207..297
A0A4D6Z0G5	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	392	IPR036236	1..145,151..207,207..263,263..392
A0A4D6Z0H1	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	336	IPR036236	1..95,95..172,179..235,235..332
A0A4D6Z0I1	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	420	IPR036236	1..95,95..151,151..207,207..263,263..319,319..412
A0A571BDK1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	597	IPR036236	3..48
A0A571BDT7	unreviewed	Predicted gene, 21411	10090	Mus musculus	373	IPR036236	183..277,277..370
A0A571BE87	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1346	IPR036236	369..421,813..864,1012..1062,1127..1176
A0A571BEH5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	539	IPR036236	110..219,482..531
A0A571BEL3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	3765	IPR036236	3171..3216
A0A571BEN2	unreviewed	Zinc finger protein 1001	10090	Mus musculus	409	IPR036236	56..185,207..305,305..402
A0A571BGF1	unreviewed	Zinc finger protein 997	10090	Mus musculus	604	IPR036236	73..168,167..224,223..280,279..336,335..392,391..448,447..504,503..597
A0A5F8MPC9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1320	IPR036236	427..477,691..777,998..1047,1131..1183
A0A5F8MPW9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1632	IPR036236	385..461,488..519,576..627,905..938,1151..1230,1271..1346,1548..1630
A0A5F8MQ65	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	847	IPR036236	94..124,222..270,769..795
A0A5H1ZRN1	unreviewed	MDS1 and EVI1 complex locus	10090	Mus musculus	994	IPR036236	267..434,910..993
A0A6I8MWY6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	376	IPR036236	307..375
A0A6I8MX06	unreviewed	Predicted gene 10033	10090	Mus musculus	858	IPR036236	100..145,147..200,199..256,255..312,311..368,367..424,423..480,479..536,535..592,591..648,647..704,703..760,759..853
A0A6I8MX21	unreviewed	Predicted gene 10033	10090	Mus musculus	822	IPR036236	64..109,111..164,163..220,219..276,275..332,331..388,387..444,443..500,499..556,555..612,611..668,667..724,723..817
A0A7D5F047	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	364	IPR036236	6..95,95..151,151..207,207..263,263..360
A0A7D5F112	unreviewed	C2H2-type domain-containing protein	39442	Mus musculus musculus	336	IPR036236	11..67,67..123,123..179,179..235,235..332
A0A7D5F278	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	364	IPR036236	6..95,95..151,151..207,207..263,263..360
A0A7D5F304	unreviewed	C2H2-type domain-containing protein	39442	Mus musculus musculus	392	IPR036236	11..67,67..123,123..179,179..235,235..291,291..388
A0A7D5FBP5	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	308	IPR036236	6..95,95..151,151..207,207..300
A0A7D5IUT8	unreviewed	C2H2-type domain-containing protein	39442	Mus musculus musculus	392	IPR036236	11..67,67..123,123..179,179..235,235..291,291..388
A0A7D5IXP7	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	392	IPR036236	11..67,67..123,123..179,179..235,235..291,291..384
A0A7D5J111	unreviewed	C2H2-type domain-containing protein	39442	Mus musculus musculus	392	IPR036236	11..67,67..123,123..179,179..235,235..291,291..384
A0A7D5J4K0	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	336	IPR036236	11..67,67..123,123..179,179..235,235..328
A0A7D5K463	unreviewed	C2H2-type domain-containing protein	39442	Mus musculus musculus	392	IPR036236	11..67,67..123,123..179,179..235,235..291,291..388
A0A8Q0LUK7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	240	IPR036236	131..219
A0A8V5J2J4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	392	IPR036236	87..130,145..269,292..390
A0A9L6KDG1	unreviewed	Zinc finger protein 33B	10090	Mus musculus	443	IPR036236	114..170,169..226,225..282,281..338,337..431
A0A9L6KDI2	unreviewed	Zinc finger protein 58-like	10090	Mus musculus	472	IPR036236	89..143,142..236,254..311,310..366,369..460
A0A9L6KDL0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	322	IPR036236	32..70,82..136,135..192,191..248,247..304
A0A9L6KDU1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	402	IPR036236	73..129,128..185,184..241,240..297,296..390
A0A9L6KDU7	unreviewed	Zinc finger protein 420-like	10090	Mus musculus	723	IPR036236	183..278,277..334,333..390,389..446,445..502,501..558,557..614,613..707
A0A9L6KDW7	unreviewed	Zinc finger protein 33B	10090	Mus musculus	473	IPR036236	415..467
A0A9L6KDY0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	702	IPR036236	162..257,256..313,312..369,368..425,424..481,480..537,536..593,592..686
A0A9L6KEE6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	682	IPR036236	142..237,236..293,292..349,348..405,404..461,460..517,516..573,572..666
A0A9L6KEH8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	406	IPR036236	32..65,82..173,192..248,247..304,303..397
A0AA74KSU7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	282	IPR036236	32..61,83..125
A0AA74KT23	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	68	IPR036236	24..67
A0AA74KT47	unreviewed	Zinc finger protein 431-like	10090	Mus musculus	551	IPR036236	62..112,112..168,167..224,223..280,279..336,335..392,391..448,447..551
A0AA74KT52	unreviewed	Zinc finger protein 431-like	10090	Mus musculus	525	IPR036236	63..112,111..190,195..252,251..355,363..420,419..517
A0AA74KT80	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	326	IPR036236	24..164,163..220,219..323
A0AA74KTA6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	521	IPR036236	31..80,79..136,135..192,191..248,247..304,303..360,359..416,415..509
A0AA74KTG5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	571	IPR036236	285..342,341..443
A0AA74KUN0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	191	IPR036236	43..97,96..190
A0AA74KUP2	unreviewed	Zinc finger protein 431-like	10090	Mus musculus	689	IPR036236	64..112,116..165,164..219,223..277,276..333,333..389,388..445,444..538,585..689
A0AA74KUQ1	unreviewed	Pogo transposable element with ZNF domain	10090	Mus musculus	1425	IPR036236	574..623
A0PJC8	unreviewed	Zbtb33 protein	10090	Mus musculus	556	IPR036236	488..538
A1L0X0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	216	IPR036236	148..176
A1L357	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	542	IPR036236	172..266,292..386,385..442,442..535
A1L358	unreviewed	Myeloid zinc finger 1	10090	Mus musculus	735	IPR036236	365..459,485..579,578..635,635..732
A1L3P3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	135	IPR036236	1..127
A1YZC5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	255	IPR036236	140..226
A1YZC6	unreviewed	Zinc finger and SCAN domain-containing protein 10	10090	Mus musculus	414	IPR036236	299..385
A2A3Z2	unreviewed	Zinc finger and BTB domain containing 33	10090	Mus musculus	617	IPR036236	489..566
A2A3Z3	unreviewed	Zinc finger and BTB domain containing 33	10090	Mus musculus	671	IPR036236	489..566
A2A400	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	406	IPR036236	321..401
A2A401	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	406	IPR036236	291..391
A2A404	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	288	IPR036236	173..273
A2A405	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	302	IPR036236	190..287
A2A4U6	unreviewed	Zinc finger protein 334	10090	Mus musculus	679	IPR036236	235..329,328..385,384..482,541..673
A2A5E6	reviewed	Zinc finger protein 385C	10090	Mus musculus	429	IPR036236	35..110,208..264,289..330
A2A5E8	unreviewed	U1-type domain-containing protein	10090	Mus musculus	115	IPR036236	18..76
A2A5K6	reviewed	Zinc finger protein 335	10090	Mus musculus	1337	IPR036236	247..488,495..546,563..613,620..702,1017..1112
A2A6A1	reviewed	G patch domain-containing protein 8	10090	Mus musculus	1505	IPR036236	135..171
A2A708	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	376	IPR036236	268..340
A2A761	reviewed	Zinc finger protein 69	10090	Mus musculus	587	IPR036236	322..417,416..473,472..566
A2A799	unreviewed	Zinc finger protein 979	10090	Mus musculus	407	IPR036236	200..294,294..350,350..406
A2A7A1	unreviewed	Zinc finger protein 534	10090	Mus musculus	661	IPR036236	183..277,277..333,333..389,389..445,445..501,501..557,557..654
A2A7A2	unreviewed	Zinc finger protein 984	10090	Mus musculus	547	IPR036236	181..275,275..331,331..387,387..443,443..540
A2A7A5	unreviewed	Zinc finger protein 985	10090	Mus musculus	519	IPR036236	193..247,247..303,303..359,359..415,415..471,471..519
A2A7B5	unreviewed	PR domain containing 2, with ZNF domain	10090	Mus musculus	1709	IPR036236	356..408,1124..1205
A2A7F4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1918	IPR036236	719..774
A2A7I1	unreviewed	Zinc finger protein 978	10090	Mus musculus	335	IPR036236	200..331
A2A7P4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	283	IPR036236	81..176,175..269
A2A7V0	unreviewed	Zinc finger protein 600	10090	Mus musculus	737	IPR036236	194..288,288..344,344..400,400..456,456..512,512..568,568..624,624..680,680..736
A2A884	reviewed	Transcription factor HIVEP3	10090	Mus musculus	2348	IPR036236	185..235,632..661,1719..1768
A2A8Q4	unreviewed	Zinc finger protein 982	10090	Mus musculus	368	IPR036236	101..195,195..251,251..348
A2A8V4	unreviewed	Zinc finger protein 993	10090	Mus musculus	313	IPR036236	183..312
A2A8V7	unreviewed	Zinc finger protein 981	10090	Mus musculus	445	IPR036236	183..276,276..332,332..388,388..444
A2A930	unreviewed	PR domain containing 16	10090	Mus musculus	1257	IPR036236	281..413,948..1034
A2A931	unreviewed	PR domain containing 16	10090	Mus musculus	1274	IPR036236	280..412,946..1032
A2A933	unreviewed	PR domain containing 16	10090	Mus musculus	1276	IPR036236	281..413,948..1034
A2A934	unreviewed	PR domain containing 16	10090	Mus musculus	1177	IPR036236	282..414,948..1034
A2A935	reviewed	Histone-lysine N-methyltransferase PRDM16	10090	Mus musculus	1275	IPR036236	281..413,947..1033
A2A9J5	unreviewed	Zinc finger protein 980	10090	Mus musculus	645	IPR036236	194..310,316..394,400..456,456..534,540..633
A2ADM8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1628	IPR036236	143..192
A2AE18	unreviewed	Zinc finger protein 182	10090	Mus musculus	627	IPR036236	205..300,299..356,355..412,411..468,467..524,523..617
A2AE19	unreviewed	Zinc finger protein 182	10090	Mus musculus	663	IPR036236	241..336,335..392,391..448,447..504,503..560,559..653
A2AE21	unreviewed	Zinc finger protein 300	10090	Mus musculus	645	IPR036236	213..308,307..364,364..420,419..513,524..619
A2AHM2	unreviewed	Zinc finger protein 931	10090	Mus musculus	298	IPR036236	83..140,139..196,195..293
A2AIE7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	464	IPR036236	131..180,214..309,309..365,364..458
A2AJ77	reviewed	PR domain zinc finger protein 12	10090	Mus musculus	365	IPR036236	244..317
A2AKY4	reviewed	Zinc finger protein 804A	10090	Mus musculus	1200	IPR036236	56..93
A2ALW2	unreviewed	Zinc finger with KRAB and SCAN domains 16	10090	Mus musculus	728	IPR036236	455..548,547..604,603..697
A2AML7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	551	IPR036236	476..517
A2AN61	unreviewed	Matrin-type domain-containing protein	10090	Mus musculus	821	IPR036236	606..637
A2ANU6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	463	IPR036236	46..134,153..248,247..302,307..360,359..457
A2ANU7	unreviewed	Zinc finger protein 937	10090	Mus musculus	503	IPR036236	73..168,167..224,223..280,279..336,335..392,391..485
A2ANX9	reviewed	Zinc finger protein 711	10090	Mus musculus	761	IPR036236	382..436,474..571,571..663,685..742
A2APF3	reviewed	Transcriptional repressor CTCFL	10090	Mus musculus	636	IPR036236	256..348,355..407,426..452,458..532
A2AQA0	unreviewed	Zinc finger protein 442	10090	Mus musculus	667	IPR036236	56..104,111..168,184..276,275..332,331..388,387..444,443..500,500..556,555..649
A2AQA1	unreviewed	Zinc finger protein 345	10090	Mus musculus	561	IPR036236	78..166,171..224,223..355,353..402,402..458,457..551
A2AQE9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	207	IPR036236	2..31
A2AQF0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	228	IPR036236	2..31
A2AQR3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	643	IPR036236	159..251,314..362,368..458,491..518,519..546,568..602
A2AQR4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	676	IPR036236	159..207,213..303,339..366,367..395,420..447
A2ARL4	unreviewed	Predicted gene 14296	10090	Mus musculus	134	IPR036236	83..134
A2ARL5	unreviewed	Predicted gene 14419	10090	Mus musculus	582	IPR036236	56..112,112..168,167..224,223..280,279..336,335..392,391..470,475..532,531..582
A2ARR6	unreviewed	Predicted gene 14418	10090	Mus musculus	358	IPR036236	56..196,195..252,251..349
A2ARR7	unreviewed	Predicted gene 14412	10090	Mus musculus	526	IPR036236	76..168,167..246,251..330,335..414,419..517
A2ARR8	unreviewed	Zinc finger protein 1010	10090	Mus musculus	381	IPR036236	76..168,167..246,251..342
A2ART0	unreviewed	Predicted gene 14391	10090	Mus musculus	554	IPR036236	56..112,112..166,170..224,223..280,279..336,335..392,391..448,447..504,503..554
A2ART2	unreviewed	Zinc finger protein 966	10090	Mus musculus	485	IPR036236	98..187,186..243,242..299,298..377,382..480
A2ART4	unreviewed	Novel KRAB box and zinc finger, C2H2 type domain containing protein	10090	Mus musculus	498	IPR036236	56..112,112..168,167..224,223..280,279..336,335..392,391..488
A2ARU5	unreviewed	Zinc finger SCAN domains 29	10090	Mus musculus	834	IPR036236	636..730,730..823
A2ARV7	unreviewed	Predicted gene 14401	10090	Mus musculus	303	IPR036236	76..168,167..265
A2ARW1	unreviewed	Predicted gene 14410	10090	Mus musculus	370	IPR036236	56..112,112..168,167..224,223..280,279..370
A2ARW3	unreviewed	Predicted gene 14444	10090	Mus musculus	426	IPR036236	77..168,167..224,223..280,280..336,335..425
A2ARW5	unreviewed	Predicted gene 14393	10090	Mus musculus	187	IPR036236	76..168
A2ARW8	unreviewed	Predicted gene 14399	10090	Mus musculus	610	IPR036236	56..112,112..168,167..224,223..280,279..336,335..392,391..448,447..504,503..560,559..610
A2ARX0	unreviewed	Predicted gene 14443	10090	Mus musculus	610	IPR036236	73..215,223..280,279..336,335..392,391..448,447..504,503..601
A2ARX1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	522	IPR036236	24..80,80..134,138..192,191..248,247..304,303..360,359..416,415..472,471..522
A2AS03	unreviewed	RNA helicase	10090	Mus musculus	2970	IPR036236	261..317
A2AS05	unreviewed	RNA helicase	10090	Mus musculus	2903	IPR036236	261..317
A2AS57	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	482	IPR036236	23..65,126..202,273..327,331..397
A2ATY4	unreviewed	Zinc finger and BTB domain containing 34	10090	Mus musculus	518	IPR036236	390..466
A2AU83	unreviewed	Zinc finger protein 1005	10090	Mus musculus	715	IPR036236	61..112,111..168,184..286,293..392,391..448,447..504,503..560,560..616,615..709
A2AUZ6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	131	IPR036236	59..87,94..122
A2AVM0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	839	IPR036236	313..363,434..515,552..671,667..719
A2AW48	unreviewed	KRAB domain-containing protein	10090	Mus musculus	130	IPR036236	104..129
A2AW49	unreviewed	Zinc finger protein 46	10090	Mus musculus	157	IPR036236	104..157
A2AW66	unreviewed	Predicted gene 14322	10090	Mus musculus	358	IPR036236	56..196,195..252,251..308,307..358
A2AW67	unreviewed	Predicted gene 14325	10090	Mus musculus	498	IPR036236	76..168,167..224,223..280,279..336,335..392,391..448,447..498
A2AWF2	unreviewed	Reduced expression 2	10090	Mus musculus	685	IPR036236	194..288,288..344,344..400,400..456,456..512,512..568,568..661
A2AWK6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	246	IPR036236	87..143,142..189
A2BE20	unreviewed	Novel KRAB box and zinc finger, C2H2 type domain containing protein	10090	Mus musculus	318	IPR036236	75..131,131..187,186..243,242..299
A2BE23	unreviewed	Novel KRAB box and zinc finger, C2H2 type domain containing protein	10090	Mus musculus	498	IPR036236	56..112,112..168,167..224,223..280,279..336,335..392,391..485
A2BFG5	unreviewed	Predicted gene 14326	10090	Mus musculus	554	IPR036236	56..112,112..168,167..224,223..280,279..336,335..392,391..448,447..504,503..554
A2BFG8	unreviewed	Zinc finger protein 971	10090	Mus musculus	470	IPR036236	56..112,112..168,167..224,223..301,307..364,363..420,419..470
A2BFU4	unreviewed	Predicted gene 14403	10090	Mus musculus	402	IPR036236	76..168,167..224,223..280,279..336,335..392
A2BFU6	unreviewed	Predicted gene 14406	10090	Mus musculus	426	IPR036236	77..168,167..224,223..280,280..336,335..425
