Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Zinc finger	Coiled coil	Compositional bias	Domain [CC]	Domain [FT]	Repeat	Region	Protein families	Motif	Sequence similarities
Q2MHN3	reviewed	ZFHX2_MOUSE	Zinc finger homeobox protein 2 (Zinc finger homeodomain protein 5)	Zfhx2 Kiaa1056 zfh-5	Mus musculus (Mouse)	2562	ZN_FING 446..469; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 501..525; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 752..776; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 815..839; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 864..888; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1003..1026; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1185..1211; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1242..1266; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1474..1497; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1664..1687; /note="C2H2-type 10; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1761..1783; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 2441..2461; /note="C2H2-type 12; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 2485..2509; /note="C2H2-type 13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 1..13; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 56..73; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 609..622; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 690..704; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1091..1101; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1114..1124; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1278..1305; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1521..1531; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1690..1713; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1743..1752; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1985..1996; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2188..2200; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2275..2286; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2295..2305; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2395..2411; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 1..88; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 337..410; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 530..559; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 603..651; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 669..705; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 923..966; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1058..1126; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1140..1166; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1278..1313; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1520..1584; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1689..1760; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1814..1853; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1907..1934; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1971..2057; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 2114..2136; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 2186..2210; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 2263..2313; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 2391..2429; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 2506..2525; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 2540..2562; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"			
Q3U133	reviewed	ZN746_MOUSE	Zinc finger protein 746	Znf746 Zfp746	Mus musculus (Mouse)	652	ZN_FING 454..479; /note="C2H2-type 1; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 517..539; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 545..567; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 573..595; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"	COILED 16..92; /evidence="ECO:0000255"	COMPBIAS 607..618; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 96..167; /note="KRAB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"		REGION 155..175; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 480..510; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 592..627; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q3UH06	reviewed	RREB1_MOUSE	Ras-responsive element-binding protein 1 (RREB-1) (RAS-responsive zinc finger transcription factor RREB)	Rreb1	Mus musculus (Mouse)	1700	ZN_FING 66..88; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 97..119; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 125..147; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 206..228; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 233..256; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 314..336; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 641..663; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 669..691; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 697..720; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 751..782; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 788..813; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1251..1273; /note="C2H2-type 12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1400..1422; /note="C2H2-type 13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1520..1542; /note="C2H2-type 14"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1548..1570; /note="C2H2-type 15"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 163..174; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 184..195; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 944..961; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1097..1111; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1155..1165; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1327..1346; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1492..1507; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1564..1580; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 31..63; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 146..195; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 939..991; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1092..1177; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1195..1235; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1273..1368; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1383..1521; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1564..1670; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q3UHF7	reviewed	ZEP2_MOUSE	Transcription factor HIVEP2 (Human immunodeficiency virus type I enhancer-binding protein 2 homolog) (Myc intron-binding protein 1) (MIBP-1)	Hivep2 Mibp1	Mus musculus (Mouse)	2430	ZN_FING 189..211; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 217..239; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1783..1805; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1811..1835; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 11..22; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 96..110; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 381..418; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 744..753; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 775..784; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 792..804; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 853..863; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 884..908; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1850..1860; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1861..1871; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1883..1909; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1991..2001; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2062..2085; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2107..2116; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2291..2301; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2371..2380; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2406..2417; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"			REPEAT 2037..2040; /note="1"; REPEAT 2043..2046; /note="2"; REPEAT 2055..2058; /note="3"; REPEAT 2067..2070; /note="4"; REPEAT 2073..2076; /note="5"; REPEAT 2090..2093; /note="6"; REPEAT 2096..2099; /note="7"; REPEAT 2102..2105; /note="8"; REPEAT 2114..2117; /note="9"; REPEAT 2129..2132; /note="10"	REGION 1..127; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 271..302; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 374..418; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 744..995; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1472..1584; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1848..1931; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1986..2117; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 2037..2132; /note="10 X 4 AA tandem repeats of S-P-[RGMKC]-[RK]"; REGION 2226..2252; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 2268..2309; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 2352..2430; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"		MOTIF 929..935; /note="Nuclear localization signal"; /evidence="ECO:0000255"	
Q3URR7	reviewed	ZSC10_MOUSE	Zinc finger and SCAN domain-containing protein 10 (Zinc finger protein 206)	Zscan10 Zfp206	Mus musculus (Mouse)	782	ZN_FING 292..315; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 321..343; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 349..371; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 377..399; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 421..443; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 467..489; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 495..517; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 523..545; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 551..573; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 579..601; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 607..629; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 635..657; /note="C2H2-type 12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 669..691; /note="C2H2-type 13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 697..719; /note="C2H2-type 14"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 11..20; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 28..37; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 302..313; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 500..509; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 1..71; /note="SCAN box"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00187"		REGION 1..37; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 197..233; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 290..321; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 491..522; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"			
Q3URU2	reviewed	PEG3_MOUSE	Paternally-expressed gene 3 protein (ASF-1)	Peg3 Kiaa0287 Pw1	Mus musculus (Mouse)	1571	ZN_FING 325..347; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 378..400; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 436..458; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 520..542; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 850..872; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1091..1113; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1147..1169; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1209..1231; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1266..1289; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1317..1339; /note="C2H2-type 10; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1488..1510; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 1547..1569; /note="C2H2-type 12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 35..56; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 80..99; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 169..186; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 193..215; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 223..241; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 592..614; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 770..781; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 799..808; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 809..820; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 940..1070; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1377..1397; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1405..1418; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1431..1485; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	DOMAIN: The SCAN domain enables PEG3 homo- or heterodimerization to control gene expression in a combinatorial fashion. {ECO:0000250}.		REPEAT 942..946; /note="1-1"; REPEAT 967..971; /note="1-2"; REPEAT 987..991; /note="2-1"; REPEAT 992..996; /note="1-3"; REPEAT 997..1001; /note="2-2"; REPEAT 1002..1006; /note="1-4"; REPEAT 1007..1011; /note="2-3"; REPEAT 1012..1016; /note="1-5"; REPEAT 1017..1021; /note="1-6"; REPEAT 1022..1026; /note="1-7"; REPEAT 1027..1031; /note="1-8"; REPEAT 1032..1036; /note="1-9"; REPEAT 1047..1051; /note="1-10"	REGION 1..120; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 137..241; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 199..265; /note="10 X 5 AA repeat of P-H-X-X-E"; REGION 199..265; /note="3 X 5 AA repeat of P-H-D-D-K"; REGION 456..495; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 585..649; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 672..713; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 764..820; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 937..1070; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1373..1487; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q3UZD5	reviewed	PRDM6_MOUSE	Putative histone-lysine N-methyltransferase PRDM6 (EC 2.1.1.361) (PR domain zinc finger protein 6) (PR domain-containing protein 6) (PR domain-containing protein in smooth muscle)	Prdm6 Gm92 Prism	Mus musculus (Mouse)	596	ZN_FING 474..496; /note="C2H2-type 1; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 502..524; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 530..552; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 558..580; /note="C2H2-type 4; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 51..63; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 247..366; /note="SET"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00190"		REGION 25..92; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Class V-like SAM-binding methyltransferase superfamily		SIMILARITY: Belongs to the class V-like SAM-binding methyltransferase superfamily. {ECO:0000255|PROSITE-ProRule:PRU00190}.
Q499E4	reviewed	DZI1L_MOUSE	Cilium assembly protein DZIP1L (DAZ-interacting zinc finger protein 1-like) (Protein warpy)	Dzip1l wpy	Mus musculus (Mouse)	774	ZN_FING 166..189; /note="C2H2-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"	COILED 204..450; /evidence="ECO:0000255"	COMPBIAS 421..433; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 515..526; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 415..435; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 515..674; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 686..774; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	DZIP C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the DZIP C2H2-type zinc-finger protein family. {ECO:0000305}.
Q4VBD9	reviewed	GZF1_MOUSE	GDNF-inducible zinc finger protein 1 (Zinc finger protein 336)	Gzf1 Zfp336	Mus musculus (Mouse)	706	ZN_FING 315..337; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 346..369; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 375..398; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 405..427; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 433..455; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 461..483; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 489..511; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 517..539; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 545..567; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 573..595; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 149..165; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 197..212; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 242..277; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 31..103; /note="BTB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00037"		REGION 149..220; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 242..308; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q571J5	reviewed	Z354C_MOUSE	Zinc finger protein 354C (Kidney, ischemia, and developmentally-regulated protein 3)	Znf354c Kiaa4218 Kid3 Zfp354c	Mus musculus (Mouse)	560	ZN_FING 218..240; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 246..268; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 274..296; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 302..324; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 330..352; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 358..380; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 386..408; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 414..436; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 442..464; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 470..492; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 498..520; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"			DOMAIN: KRAB domain is essential for transcriptional repressor activity and ability to inhibit endothelial angiogenic sprouting. Not required for nuclear targeting or for DNA binding. {ECO:0000250|UniProtKB:Q86Y25, ECO:0000250|UniProtKB:Q9EPU7}.; DOMAIN: Zinc finger region is involved in nuclear targeting and DNA-binding. {ECO:0000250|UniProtKB:Q9EPU7}.	DOMAIN 14..84; /note="KRAB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"		REGION 139..168; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
